Cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,Organism
Upregulated_in_human_Dendritic_cells,R-HSA-168164,Toll Like Receptor 3 (TLR3) Cascade,0.13953488372093023,0.009563488306031626,3.0159779105806336e-6,4.0274245158165484e-5,2.1706513711258216e-5,MAPK1/MAPK7/MAP2K1/MAP2K3/RIPK2/DUSP7,6,Human
Upregulated_in_human_Dendritic_cells,R-HSA-166166,MyD88-independent TLR4 cascade ,0.13953488372093023,0.009658176309061642,3.194831947642935e-6,4.0274245158165484e-5,2.1706513711258216e-5,MAPK1/MAPK7/MAP2K1/MAP2K3/RIPK2/DUSP7,6,Human
Upregulated_in_human_Dendritic_cells,R-HSA-937061,TRIF(TICAM1)-mediated TLR4 signaling ,0.13953488372093023,0.009658176309061642,3.194831947642935e-6,4.0274245158165484e-5,2.1706513711258216e-5,MAPK1/MAPK7/MAP2K1/MAP2K3/RIPK2/DUSP7,6,Human
Upregulated_in_human_Dendritic_cells,R-HSA-5673001,RAF/MAP kinase cascade,0.18604651162790697,0.023009184736293913,5.0608173597998344e-6,6.192058887284503e-5,3.337319187731779e-5,MAPK1/MAP2K1/JAK3/SRC/DUSP1/DUSP5/DUSP10/DUSP7,8,Human
Upregulated_in_human_Dendritic_cells,R-HSA-5684996,MAPK1/MAPK3 signaling,0.18604651162790697,0.023577312754474007,6.059255216398854e-6,7.201857628634067e-5,3.8815680032870855e-5,MAPK1/MAP2K1/JAK3/SRC/DUSP1/DUSP5/DUSP10/DUSP7,8,Human
Upregulated_in_human_Dendritic_cells,R-HSA-2871796,FCERI mediated MAPK activation,0.09302325581395349,0.003030016096960515,7.88567100243962e-6,9.112330936152449e-5,4.9112512383615164e-5,MAPK1/MAP3K1/LYN/SYK,4,Human
Upregulated_in_human_Dendritic_cells,R-HSA-388841,Costimulation by the CD28 family,0.11627906976744186,0.006628160212101127,8.762178478107393e-6,9.543321984246242e-5,5.143541454059842e-5,AKT1/AKT3/LYN/SRC/PIK3CA,5,Human
Upregulated_in_human_Dendritic_cells,R-HSA-76002,"Platelet activation, signaling and aggregation",0.18604651162790697,0.024808256793864218,8.807440789451906e-6,9.543321984246242e-5,5.143541454059842e-5,AKT1/PRKCD/PRKCQ/MAPK1/LYN/SRC/SYK/PIK3CA,8,Human
Upregulated_in_human_Dendritic_cells,R-HSA-2871809,FCERI mediated Ca+2 mobilization,0.09302325581395349,0.0031247040999905313,8.946864360230853e-6,9.543321984246242e-5,5.143541454059842e-5,LYN/SYK/TEC/TXK,4,Human
Upregulated_in_human_Dendritic_cells,R-HSA-2029481,FCGR activation,0.06976744186046512,0.0011362560363601933,1.3483902687262098e-5,1.3681228092441545e-4,7.373738825126641e-5,LYN/SRC/SYK,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-9020558,Interleukin-2 signaling,0.06976744186046512,0.0011362560363601933,1.3483902687262098e-5,1.3681228092441545e-4,7.373738825126641e-5,JAK3/PTK2B/SYK,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-202670,ERKs are inactivated,0.06976744186046512,0.0012309440393902093,1.747931710009747e-5,1.697193005527983e-4,9.147320601656386e-5,MAPK1/MAPK7/DUSP7,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-5683057,MAPK family signaling cascades,0.18604651162790697,0.027270144872644637,1.7543100778294057e-5,1.697193005527983e-4,9.147320601656386e-5,MAPK1/MAP2K1/JAK3/SRC/DUSP1/DUSP5/DUSP10/DUSP7,8,Human
Upregulated_in_human_Dendritic_cells,R-HSA-1433557,Signaling by SCF-KIT,0.09302325581395349,0.004071584130290692,2.619700061670678e-5,2.476807331034096e-4,1.33491893094702e-4,LYN/SRC/TEC/PIK3CA,4,Human
Upregulated_in_human_Dendritic_cells,R-HSA-451927,Interleukin-2 family signaling,0.09302325581395349,0.004166272133320708,2.8731691821382953e-5,2.656085288376735e-4,1.4315439433811855e-4,JAK3/PTK2B/SYK/PIK3CA,4,Human
Upregulated_in_human_Dendritic_cells,R-HSA-2730905,Role of LAT2/NTAL/LAB on calcium mobilization,0.06976744186046512,0.0015150080484802575,3.3934684382753875e-5,3.068875805049046e-4,1.6540246621342275e-4,LYN/SYK/PIK3CA,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-392451,G beta:gamma signalling through PI3Kgamma,0.09302325581395349,0.004545024145440773,4.069909687860803e-5,3.602303042872541e-4,1.9415246663255343e-4,AKT1/AKT3/JAK3/PIK3CA,4,Human
Upregulated_in_human_Dendritic_cells,R-HSA-397795,G-protein beta:gamma signalling,0.09302325581395349,0.004829088154530821,5.1808952168596894e-5,4.4901091879450636e-4,2.4200234236647228e-4,AKT1/AKT3/JAK3/PIK3CA,4,Human
Upregulated_in_human_Dendritic_cells,R-HSA-199418,Negative regulation of the PI3K/AKT network,0.11627906976744186,0.009752864312091658,5.7398565604085426e-5,4.8730210798570485e-4,2.626400531400686e-4,AKT1/AKT3/MAPK1/SRC/PIK3CA,5,Human
Upregulated_in_human_Dendritic_cells,R-HSA-445144,Signal transduction by L1,0.06976744186046512,0.001988448063630338,7.945829560256746e-5,6.610930194133613e-4,3.563077255441446e-4,MAPK1/MAP2K1/CSNK2A1,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-198753,ERK/MAPK targets,0.06976744186046512,0.002083136066660354,9.174346170346564e-5,7.20099623936636e-4,3.8811037423710387e-4,MAPK1/MAPK7/DUSP7,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-389357,CD28 dependent PI3K/Akt signaling,0.06976744186046512,0.002083136066660354,9.174346170346564e-5,7.20099623936636e-4,3.8811037423710387e-4,AKT1/AKT3/PIK3CA,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-912631,Regulation of signaling by CBL,0.06976744186046512,0.002083136066660354,9.174346170346564e-5,7.20099623936636e-4,3.8811037423710387e-4,LYN/SYK/PIK3CA,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-198725,Nuclear Events (kinase and transcription factor activation),0.06976744186046512,0.0023672000757504023,1.3585746481810712e-4,0.0010092268815059388,5.439406016213686e-4,MAPK1/MAPK7/DUSP7,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-2029485,Role of phospholipids in phagocytosis,0.06976744186046512,0.0023672000757504023,1.3585746481810712e-4,0.0010092268815059388,5.439406016213686e-4,PRKCD/SYK/PIK3CA,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-69273,Cyclin A/B1/B2 associated events during G2/M transition,0.06976744186046512,0.0023672000757504023,1.3585746481810712e-4,0.0010092268815059388,5.439406016213686e-4,CDK2/CDK7/PKMYT1,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-9006925,Intracellular signaling by second messengers,0.16279069767441862,0.02745952087870467,1.5104147223263533e-4,0.0011023377622592333,5.941243506103661e-4,AKT1/AKT3/PRKCD/MAPK1/SRC/CSNK2A1/PIK3CA,7,Human
Upregulated_in_human_Dendritic_cells,R-HSA-354192,Integrin alphaIIb beta3 signaling,0.06976744186046512,0.002556576081810435,1.7179734557690147e-4,0.001199976942036824,6.467487061079035e-4,AKT1/SRC/SYK,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-9006921,Integrin signaling,0.06976744186046512,0.002556576081810435,1.7179734557690147e-4,0.001199976942036824,6.467487061079035e-4,AKT1/SRC/SYK,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-69206,G1/S Transition,0.11627906976744186,0.012309440393902093,1.730735974091573e-4,0.001199976942036824,6.467487061079035e-4,AKT1/AKT3/CDK2/CDK7/CDC7,5,Human
Upregulated_in_human_Dendritic_cells,R-HSA-3928663,EPHA-mediated growth cone collapse,0.06976744186046512,0.002840640090900483,2.3643952349926316e-4,0.001612440029109729,8.690529509118732e-4,EPHA4/LYN/SRC,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-450282,MAPK targets/ Nuclear events mediated by MAP kinases,0.06976744186046512,0.002935328093930499,2.6103085933160206e-4,0.0017514328626120398,9.439655863774404e-4,MAPK1/MAPK7/DUSP7,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-69202,Cyclin E associated events during G1/S transition ,0.09302325581395349,0.00776441624846132,3.3091397263286944e-4,0.002185082739924979,0.001177688824908959,AKT1/AKT3/CDK2/CDK7,4,Human
Upregulated_in_human_Dendritic_cells,R-HSA-69656,Cyclin A:Cdk2-associated events at S phase entry,0.09302325581395349,0.007953792254521351,3.6290632313392546e-4,0.0023588911003705154,0.0012713659017685216,AKT1/AKT3/CDK2/CDK7,4,Human
Upregulated_in_human_Dendritic_cells,R-HSA-114604,GPVI-mediated activation cascade,0.06976744186046512,0.0033140801060505634,3.7579045559400575e-4,0.002405058915801637,0.0012962488589720357,LYN/SYK/PIK3CA,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-6802948,Signaling by high-kinase activity BRAF mutants,0.06976744186046512,0.0034087681090805796,4.087927277552606e-4,0.002538175742480424,0.0013679945170757344,MAPK1/MAP2K1/SRC,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-6804757,Regulation of TP53 Degradation,0.06976744186046512,0.0034087681090805796,4.087927277552606e-4,0.002538175742480424,0.0013679945170757344,AKT1/AKT3/CDK2,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-6806003,Regulation of TP53 Expression and Degradation,0.06976744186046512,0.0035034561121105954,4.436035078306767e-4,0.00271380969496414,0.001462655528915389,AKT1/AKT3/CDK2,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-111465,Apoptotic cleavage of cellular proteins,0.06976744186046512,0.0035981441151406116,4.802636046909001e-4,0.0028955023123393396,0.001560581964899492,PRKCD/PRKCQ/STK24,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-76009,Platelet Aggregation (Plug Formation),0.06976744186046512,0.003692832118170628,5.188132795424346e-4,0.003070013084607987,0.0016546376189815314,AKT1/SRC/SYK,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-2219528,PI3K/AKT Signaling in Cancer,0.09302325581395349,0.008900672284821514,5.569012064247452e-4,0.003070013084607987,0.0016546376189815314,AKT1/AKT3/SRC/PIK3CA,4,Human
Upregulated_in_human_Dendritic_cells,R-HSA-5654741,Signaling by FGFR3,0.06976744186046512,0.003787520121200644,5.592922501932651e-4,0.003070013084607987,0.0016546376189815314,MAPK1/SRC/PIK3CA,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-5674135,MAP2K and MAPK activation,0.06976744186046512,0.003787520121200644,5.592922501932651e-4,0.003070013084607987,0.0016546376189815314,MAPK1/MAP2K1/SRC,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-6802946,Signaling by moderate kinase activity BRAF mutants,0.06976744186046512,0.003787520121200644,5.592922501932651e-4,0.003070013084607987,0.0016546376189815314,MAPK1/MAP2K1/SRC,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-6802955,Paradoxical activation of RAF signaling by kinase inactive BRAF,0.06976744186046512,0.003787520121200644,5.592922501932651e-4,0.003070013084607987,0.0016546376189815314,MAPK1/MAP2K1/SRC,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-1257604,PIP3 activates AKT signaling,0.13953488372093023,0.024334816778714137,5.60867775072613e-4,0.003070013084607987,0.0016546376189815314,AKT1/AKT3/MAPK1/SRC/CSNK2A1/PIK3CA,6,Human
Upregulated_in_human_Dendritic_cells,R-HSA-109581,Apoptosis,0.11627906976744186,0.01600227251207272,5.821142096179987e-4,0.003136085834419766,0.0016902486911219892,AKT1/AKT3/PRKCD/PRKCQ/STK24,5,Human
Upregulated_in_human_Dendritic_cells,R-HSA-5654743,Signaling by FGFR4,0.06976744186046512,0.00388220812423066,6.01739695292177e-4,0.003136085834419766,0.0016902486911219892,MAPK1/SRC/PIK3CA,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-8853659,RET signaling,0.06976744186046512,0.00388220812423066,6.01739695292177e-4,0.003136085834419766,0.0016902486911219892,MAPK7/SRC/PIK3CA,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",0.09302325581395349,0.009090048290881546,6.030934296961088e-4,0.003136085834419766,0.0016902486911219892,AKT1/MAPK1/SRC/PIK3CA,4,Human
Upregulated_in_human_Dendritic_cells,R-HSA-5357801,Programmed Cell Death,0.11627906976744186,0.016286336521162768,6.306176634569111e-4,0.0032387277530626546,0.0017455693608358944,AKT1/AKT3/PRKCD/PRKCQ/STK24,5,Human
Upregulated_in_human_Dendritic_cells,R-HSA-5663202,Diseases of signal transduction,0.16279069767441862,0.035602689139286055,7.297169264795378e-4,0.0036710844345638075,0.001978595608709744,AKT1/AKT3/MAPK1/MAP2K1/TGFBR1/SRC/PIK3CA,7,Human
Upregulated_in_human_Dendritic_cells,R-HSA-69231,Cyclin D associated events in G1,0.06976744186046512,0.004166272133320708,7.41276664671538e-4,0.0036710844345638075,0.001978595608709744,CDK7/LYN/SRC,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-69236,G1 Phase,0.06976744186046512,0.004166272133320708,7.41276664671538e-4,0.0036710844345638075,0.001978595608709744,CDK7/LYN/SRC,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-180292,GAB1 signalosome,0.046511627906976744,0.001041568033330177,8.701429807563743e-4,0.004209063720868043,0.0022685490195974013,SRC/PIK3CA,2,Human
Upregulated_in_human_Dendritic_cells,R-HSA-8934903,Receptor Mediated Mitophagy,0.046511627906976744,0.001041568033330177,8.701429807563743e-4,0.004209063720868043,0.0022685490195974013,SRC/CSNK2A1,2,Human
Upregulated_in_human_Dendritic_cells,R-HSA-210990,PECAM1 interactions,0.046511627906976744,0.0011362560363601933,0.0010414747963701971,0.004979925463103472,0.002684018531480362,LYN/SRC,2,Human
Upregulated_in_human_Dendritic_cells,R-HSA-373752,Netrin-1 signaling,0.06976744186046512,0.004734400151500805,0.0010785510225129057,0.005041317138936728,0.0027171066563601285,PRKCQ/MAPK13/SRC,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-5654736,Signaling by FGFR1,0.06976744186046512,0.004734400151500805,0.0010785510225129057,0.005041317138936728,0.0027171066563601285,MAPK1/SRC/PIK3CA,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-3928665,EPH-ephrin mediated repulsion of cells,0.06976744186046512,0.004829088154530821,0.0011427224019094255,0.0052819168799369,0.0028467821240550596,EPHA4/LYN/SRC,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-75153,Apoptotic execution phase,0.06976744186046512,0.004923776157560837,0.0012092588229202404,0.005433029890660292,0.002928227142486442,PRKCD/PRKCQ/STK24,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-1358803,Downregulation of ERBB2:ERBB3 signaling,0.046511627906976744,0.0012309440393902093,0.0012276557926011236,0.005433029890660292,0.002928227142486442,AKT1/AKT3,2,Human
Upregulated_in_human_Dendritic_cells,R-HSA-171007,p38MAPK events,0.046511627906976744,0.0012309440393902093,0.0012276557926011236,0.005433029890660292,0.002928227142486442,MAPK13/SRC,2,Human
Upregulated_in_human_Dendritic_cells,R-HSA-5210891,Uptake and function of anthrax toxins,0.046511627906976744,0.0012309440393902093,0.0012276557926011236,0.005433029890660292,0.002928227142486442,MAP2K1/MAP2K3,2,Human
Upregulated_in_human_Dendritic_cells,R-HSA-6802949,Signaling by RAS mutants,0.06976744186046512,0.005018464160590853,0.001278193315566991,0.0055971412555354556,0.003016677852806305,MAPK1/MAP2K1/SRC,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-373760,L1CAM interactions,0.09302325581395349,0.011267872360571916,0.0013472310920348953,0.0058380013988178795,0.003146493668897288,MAPK1/MAP2K1/SRC/CSNK2A1,4,Human
Upregulated_in_human_Dendritic_cells,R-HSA-198323,AKT phosphorylates targets in the cytosol,0.046511627906976744,0.0013256320424202253,0.0014285678806444998,0.006020984213063854,0.0032451154792069847,AKT1/AKT3,2,Human
Upregulated_in_human_Dendritic_cells,R-HSA-6804759,Regulation of TP53 Activity through Association with Co-factors,0.046511627906976744,0.0013256320424202253,0.0014285678806444998,0.006020984213063854,0.0032451154792069847,AKT1/AKT3,2,Human
Upregulated_in_human_Dendritic_cells,R-HSA-8878166,Transcriptional regulation by RUNX2,0.09302325581395349,0.011457248366631948,0.0014328784545512535,0.006020984213063854,0.0032451154792069847,AKT1/AKT3/MAPK1/SRC,4,Human
Upregulated_in_human_Dendritic_cells,R-HSA-416476,G alpha (q) signalling events,0.11627906976744186,0.01988448063630338,0.0015430984781965205,0.006419289669297525,0.003459789219535356,PRKCD/PRKCQ/MAPK1/MAPK7/PIK3CA,5,Human
Upregulated_in_human_Dendritic_cells,R-HSA-111447,Activation of BAD and translocation to mitochondria ,0.046511627906976744,0.0014203200454502415,0.0016440936485097478,0.006771712453267872,0.0036497336855922484,AKT1/AKT3,2,Human
Upregulated_in_human_Dendritic_cells,R-HSA-6802952,Signaling by BRAF and RAF fusions,0.06976744186046512,0.005681280181800966,0.001830554126346898,0.007425070521819347,0.004001872523146561,MAPK1/MAP2K1/SRC,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-1295596,Spry regulation of FGF signaling,0.046511627906976744,0.0015150080484802575,0.0018741163576707486,0.007425070521819347,0.004001872523146561,MAPK1/SRC,2,Human
Upregulated_in_human_Dendritic_cells,R-HSA-1433559,Regulation of KIT signaling,0.046511627906976744,0.0015150080484802575,0.0018741163576707486,0.007425070521819347,0.004001872523146561,LYN/SRC,2,Human
Upregulated_in_human_Dendritic_cells,R-HSA-391160,Signal regulatory protein family interactions,0.046511627906976744,0.0015150080484802575,0.0018741163576707486,0.007425070521819347,0.004001872523146561,PTK2B/SRC,2,Human
Upregulated_in_human_Dendritic_cells,R-HSA-881907,Gastrin-CREB signalling pathway via PKC and MAPK,0.046511627906976744,0.0017043840545402898,0.0023771889931058937,0.009329345482377847,0.005028215049965793,MAPK1/MAPK7,2,Human
Upregulated_in_human_Dendritic_cells,R-HSA-6807070,PTEN Regulation,0.09302325581395349,0.013256320424202253,0.0024450862355728962,0.009506129663535746,0.005123495997806461,AKT1/AKT3/MAPK1/CSNK2A1,4,Human
Upregulated_in_human_Dendritic_cells,R-HSA-5621481,C-type lectin receptors (CLRs),0.09302325581395349,0.013445696430262286,0.0025742440375517836,0.009915606663162425,0.005344190838192298,PRKCD/LYN/SRC/SYK,4,Human
Upregulated_in_human_Dendritic_cells,R-HSA-8948751,Regulation of PTEN stability and activity,0.06976744186046512,0.0065334722090711105,0.0027323947652571337,0.010428222223366677,0.005620474022209265,AKT1/AKT3/CSNK2A1,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-167044,Signalling to RAS,0.046511627906976744,0.001893760060600322,0.0029368652216952766,0.011006630020047162,0.005932217090764284,MAPK13/SRC,2,Human
