Cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,Organism
Upregulated_in_human_Dendritic_cells,R-HSA-198323,AKT phosphorylates targets in the cytosol,0.046511627906977,0.00132563204242,0.001428567880645,0.006020984213064,0.003245115479207,AKT1/AKT3,2,Human
Downregulated_in_human_Dendritic_cells,R-HSA-198323,AKT phosphorylates targets in the cytosol,0.017699115044248,0.00132563204242,0.009494712248866,0.038266588556058,0.023891579035666,GSK3B/CHUK,2,Human
Upregulated_in_murine_Dendritic_cells,R-MMU-198323,AKT phosphorylates targets in the cytosol,0.05,0.001073537305421,0.000791703962855,0.004984136311612,0.003011505504641,Akt1/Akt3,2,Mouse
Upregulated_in_human_Dendritic_cells,R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,0.046511627906977,0.003503456112111,0.009853624467757,0.026445856636045,0.014253460180864,LYN/SYK,2,Human
Upregulated_in_human_Dendritic_cells,R-HSA-109581,Apoptosis,0.116279069767442,0.016002272512073,0.000582114209618,0.00313608583442,0.001690248691122,AKT1/AKT3/PRKCD/PRKCQ/STK24,5,Human
Downregulated_in_human_Monocytes,R-HSA-109581,Apoptosis,0.096774193548387,0.016002272512073,0.000450044005889,0.002967681488108,0.001688952333313,PRKCD/PRKCQ/DAPK3/MAPK8/PAK2/STK24,6,Human
Downregulated_in_human_Dendritic_cells,R-HSA-196299,Beta-catenin phosphorylation cascade,0.017699115044248,0.00160969605151,0.013896785151124,0.046859281637632,0.02925638979184,CSNK1A1/GSK3B,2,Human
Upregulated_in_murine_Dendritic_cells,R-MMU-450385,Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA,0.05,0.001825013419216,0.002347644001639,0.011408726113228,0.006893359118386,Akt1/Mapkapk2,2,Mouse
Upregulated_in_human_Dendritic_cells,R-HSA-5621481,C-type lectin receptors (CLRs),0.093023255813954,0.013445696430262,0.002574244037552,0.009915606663162,0.005344190838192,PRKCD/LYN/SRC/SYK,4,Human
Downregulated_in_human_Dendritic_cells,R-HSA-5621481,C-type lectin receptors (CLRs),0.053097345132743,0.013445696430262,0.004138089107153,0.021386572675284,0.013352614138181,PDPK1/PRKACA/PRKACB/RPS6KA5/RAF1/CHUK,6,Human
Downregulated_in_human_Monocytes,R-HSA-5621481,C-type lectin receptors (CLRs),0.112903225806452,0.013445696430262,1.81720254889713E-05,0.000179745034728,0.000102295612592,PDPK1/PRKCD/RPS6KA5/MAP3K7/PAK1/PAK2/SYK,7,Human
Downregulated_in_murine_Dendritic_cells,R-MMU-5621481,C-type lectin receptors (CLRs),0.068965517241379,0.011164787976382,0.00391882150459,0.01909025904379,0.012257366510598,Prkaca/Prkacb/Map3k14/Pak1,4,Mouse
Upregulated_in_human_Dendritic_cells,R-HSA-111996,Ca-dependent events,0.046511627906977,0.0028406400909,0.006552814100337,0.019897596100294,0.010724159841505,PRKCD/MAPK1,2,Human
Downregulated_in_human_Monocytes,R-HSA-111996,Ca-dependent events,0.032258064516129,0.0028406400909,0.013272222864498,0.038464085371633,0.021890491616939,PRKCD/MAPK1,2,Human
Downregulated_in_murine_Dendritic_cells,R-MMU-111996,Ca-dependent events,0.03448275862069,0.002576489533011,0.009631341059661,0.038189387224936,0.024520427667192,Prkaca/Prkacb,2,Mouse
Downregulated_in_murine_Dendritic_cells,R-MMU-111933,Calmodulin induced events,0.03448275862069,0.002361782071927,0.008125458888738,0.034207178778515,0.021963553591391,Prkaca/Prkacb,2,Mouse
Downregulated_in_murine_Dendritic_cells,R-MMU-111997,CaM pathway,0.03448275862069,0.002361782071927,0.008125458888738,0.034207178778515,0.021963553591391,Prkaca/Prkacb,2,Mouse
Downregulated_in_human_Dendritic_cells,R-HSA-5621575,CD209 (DC-SIGN) signaling,0.035398230088496,0.00198844806363,6.46249721144771E-05,0.000677251318516,0.000422838931138,PRKACA/PRKACB/RPS6KA5/RAF1,4,Human
Downregulated_in_human_Monocytes,R-HSA-5621575,CD209 (DC-SIGN) signaling,0.048387096774194,0.00198844806363,0.000237661204157,0.001716442030022,0.000976853069717,RPS6KA5/PAK1/PAK2,3,Human
Downregulated_in_murine_Dendritic_cells,R-MMU-5621575,CD209 (DC-SIGN) signaling,0.051724137931035,0.002469135802469,0.000371378789465,0.003517782422432,0.002258678017798,Prkaca/Prkacb/Pak1,3,Mouse
Upregulated_in_human_Dendritic_cells,R-HSA-389356,CD28 co-stimulation,0.116279069767442,0.003124704099991,1.92019158453295E-07,4.36725752700784E-06,2.35381035742072E-06,AKT1/AKT3/LYN/SRC/PIK3CA,5,Human
Downregulated_in_human_Dendritic_cells,R-HSA-389356,CD28 co-stimulation,0.035398230088496,0.003124704099991,0.000400236133049,0.003074035855227,0.001919260988892,PDPK1/MAP3K8/LCK/MTOR,4,Human
Downregulated_in_human_Monocytes,R-HSA-389356,CD28 co-stimulation,0.064516129032258,0.003124704099991,3.87876158401947E-05,0.000360170718516,0.00020497859284,PDPK1/PAK1/PAK2/PIK3CA,4,Human
Upregulated_in_murine_Dendritic_cells,R-MMU-389356,CD28 co-stimulation,0.1,0.003542673107891,1.09043447588041E-05,0.000184100857859,0.00011123707543,Akt1/Akt3/Map3k8/Src,4,Mouse
Upregulated_in_human_Dendritic_cells,R-HSA-389357,CD28 dependent PI3K/Akt signaling,0.069767441860465,0.00208313606666,9.17434617034656E-05,0.000720099623937,0.000388110374237,AKT1/AKT3/PIK3CA,3,Human
Downregulated_in_human_Dendritic_cells,R-HSA-389357,CD28 dependent PI3K/Akt signaling,0.035398230088496,0.00208313606666,7.83367000734748E-05,0.000773574913226,0.000482978150829,PDPK1/MAP3K8/LCK/MTOR,4,Human
Downregulated_in_human_Monocytes,R-HSA-389357,CD28 dependent PI3K/Akt signaling,0.032258064516129,0.00208313606666,0.007263161622187,0.025227011741184,0.01435707319452,PDPK1/PIK3CA,2,Human
Upregulated_in_murine_Dendritic_cells,R-MMU-389357,CD28 dependent PI3K/Akt signaling,0.075,0.002361782071927,0.000106762558912,0.000869800847611,0.000525549438609,Akt1/Akt3/Map3k8,3,Mouse
Downregulated_in_human_Monocytes,R-HSA-389359,CD28 dependent Vav1 pathway,0.032258064516129,0.00113625603636,0.002154980318992,0.010894622723794,0.006200294251135,PAK1/PAK2,2,Human
Downregulated_in_human_Dendritic_cells,R-HSA-75035,Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex,0.035398230088496,0.00123094403939,8.24822876544597E-06,0.000111250500178,6.94587685511239E-05,CHEK1/CHEK2/CDK1/WEE1,4,Human
Downregulated_in_human_Monocytes,R-HSA-75035,Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex,0.032258064516129,0.00123094403939,0.002537186298782,0.01202520589527,0.006843726200663,CHEK2/CDK1,2,Human
Downregulated_in_murine_Dendritic_cells,R-MMU-75035,Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex,0.03448275862069,0.001288244766506,0.002416108143045,0.013976242181156,0.008973787231611,Chek2/Cdk1,2,Mouse
Upregulated_in_human_Dendritic_cells,R-HSA-5607764,CLEC7A (Dectin-1) signaling,0.069767441860465,0.009563488306032,0.007941728951718,0.022172880831643,0.011950464618269,PRKCD/SRC/SYK,3,Human
Downregulated_in_human_Monocytes,R-HSA-5607764,CLEC7A (Dectin-1) signaling,0.064516129032258,0.009563488306032,0.002874529915317,0.013079111114694,0.00744351957019,PDPK1/PRKCD/MAP3K7/SYK,4,Human
Downregulated_in_human_Dendritic_cells,R-HSA-442742,CREB phosphorylation through the activation of Ras,0.035398230088496,0.00274595208787,0.000240084744341,0.002107410533664,0.001315752650694,PDPK1/RPS6KA2/BRAF/RAF1,4,Human
Downregulated_in_human_Monocytes,R-HSA-442742,CREB phosphorylation through the activation of Ras,0.032258064516129,0.00274595208787,0.01243398815453,0.036976892877851,0.021044107918916,PDPK1/MAPK1,2,Human
Upregulated_in_murine_Dendritic_cells,R-MMU-442742,CREB phosphorylation through the activation of Ras,0.05,0.002683843263553,0.005067536349754,0.020343587954808,0.012291964601233,Rps6ka2/Raf1,2,Mouse
Downregulated_in_murine_Dendritic_cells,R-MMU-442742,CREB phosphorylation through the activation of Ras,0.03448275862069,0.002683843263553,0.010427278084857,0.039507798077068,0.025366945516376,Rps6ka1/Camk2g,2,Mouse
Downregulated_in_human_Dendritic_cells,R-HSA-399956,CRMPs in Sema3A signaling,0.026548672566372,0.00151500804848,0.00060345800437,0.004171403455205,0.002604397703069,CDK5/GSK3B/FES,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-69656,Cyclin A:Cdk2-associated events at S phase entry,0.093023255813954,0.007953792254521,0.000362906323134,0.002358891100371,0.001271365901769,AKT1/AKT3/CDK2/CDK7,4,Human
Upregulated_in_human_Dendritic_cells,R-HSA-69273,Cyclin A/B1/B2 associated events during G2/M transition,0.069767441860465,0.00236720007575,0.000135857464818,0.001009226881506,0.000543940601621,CDK2/CDK7/PKMYT1,3,Human
Downregulated_in_human_Monocytes,R-HSA-69273,Cyclin A/B1/B2 associated events during G2/M transition,0.032258064516129,0.00236720007575,0.009326798338093,0.03034273260875,0.017268507164263,CDK1/CDK2,2,Human
Downregulated_in_murine_Dendritic_cells,R-MMU-69273,Cyclin A/B1/B2 associated events during G2/M transition,0.03448275862069,0.002576489533011,0.009631341059661,0.038189387224936,0.024520427667192,Cdk1/Cdk2,2,Mouse
Upregulated_in_human_Dendritic_cells,R-HSA-69231,Cyclin D associated events in G1,0.069767441860465,0.004166272133321,0.000741276664672,0.003671084434564,0.00197859560871,CDK7/LYN/SRC,3,Human
Downregulated_in_human_Dendritic_cells,R-HSA-69231,Cyclin D associated events in G1,0.026548672566372,0.004166272133321,0.011488545174088,0.040988164395294,0.025590783138206,CDK4/CDK6/ABL1,3,Human
Downregulated_in_murine_Dendritic_cells,R-MMU-69231,Cyclin D associated events in G1,0.051724137931035,0.004401502952228,0.002064736973371,0.012572773355706,0.008072655835736,Cdk4/Cdk6/Abl1,3,Mouse
Upregulated_in_human_Dendritic_cells,R-HSA-69202,Cyclin E associated events during G1/S transition ,0.093023255813954,0.007764416248461,0.000330913972633,0.002185082739925,0.001177688824909,AKT1/AKT3/CDK2/CDK7,4,Human
Upregulated_in_murine_Dendritic_cells,R-MMU-1280215,Cytokine Signaling in Immune system,0.2,0.04422973698336,0.000302164469705,0.00209248895271,0.00126431975482,Rps6ka2/Mapkapk2/Mapk9/Map3k8/Ripk2/Hck/Ptk2b/Tbk1,8,Mouse
Downregulated_in_murine_Dendritic_cells,R-MMU-1280215,Cytokine Signaling in Immune system,0.189655172413793,0.04422973698336,3.85185546649739E-05,0.00052539308563,0.000337341447171,Rps6ka1/Camk2g/Mapk14/Mapk3/Map2k3/Map3k14/Irak4/Csf1r/Tec/Rnasel/Dusp3,11,Mouse
Downregulated_in_human_Dendritic_cells,R-HSA-1489509,DAG and IP3 signaling,0.026548672566372,0.003219392103021,0.005607087260937,0.026730338407743,0.01668897115778,PRKACA/PRKACB/PRKCE,3,Human
Downregulated_in_murine_Dendritic_cells,R-MMU-1489509,DAG and IP3 signaling,0.03448275862069,0.002469135802469,0.008863942707717,0.036416921244956,0.023382372646862,Prkaca/Prkacb,2,Mouse
Upregulated_in_human_Dendritic_cells,R-HSA-2172127,DAP12 interactions,0.046511627906977,0.004071584130291,0.013155911388426,0.034205369609908,0.018435586353518,SYK/PIK3CA,2,Human
Upregulated_in_human_Dendritic_cells,R-HSA-2424491,DAP12 signaling,0.046511627906977,0.0028406400909,0.006552814100337,0.019897596100294,0.010724159841505,SYK/PIK3CA,2,Human
Downregulated_in_human_Monocytes,R-HSA-2424491,DAP12 signaling,0.032258064516129,0.0028406400909,0.013272222864498,0.038464085371633,0.021890491616939,SYK/PIK3CA,2,Human
Downregulated_in_human_Dendritic_cells,R-HSA-180024,DARPP-32 events,0.026548672566372,0.00246188807878,0.002592018163365,0.014626388207559,0.009131922208203,PRKACA/PRKACB/CDK5,3,Human
Downregulated_in_murine_Dendritic_cells,R-MMU-180024,DARPP-32 events,0.03448275862069,0.001932367149758,0.005468307307483,0.024862570558021,0.015963619929212,Prkaca/Prkacb,2,Mouse
Downregulated_in_human_Monocytes,R-HSA-168928,DDX58/IFIH1-mediated induction of interferon-alpha/beta,0.048387096774194,0.007859104251491,0.012688884987464,0.037248017221266,0.021198408875492,MAP3K1/IKBKE/TBK1,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-5621480,Dectin-2 family,0.046511627906977,0.00255657608181,0.005328441264884,0.017453791859777,0.00940702850742,LYN/SYK,2,Human
Downregulated_in_human_Dendritic_cells,R-HSA-5610783,Degradation of GLI2 by the proteasome,0.035398230088496,0.005681280181801,0.003822825435611,0.020470922951565,0.012780932193991,PRKACA/PRKACB/CSNK1A1/GSK3B,4,Human
Downregulated_in_human_Dendritic_cells,R-HSA-4419969,Depolymerisation of the Nuclear Lamina,0.017699115044248,0.00142032004545,0.010879414164388,0.039740668406209,0.024811914413698,PRKCB/CDK1,2,Human
Downregulated_in_murine_Dendritic_cells,R-MMU-4419969,Depolymerisation of the Nuclear Lamina,0.03448275862069,0.001610305958132,0.003797981779601,0.018769736041217,0.012051566897895,Prkcb/Cdk1,2,Mouse
Downregulated_in_human_Dendritic_cells,R-HSA-4641262,Disassembly of the destruction complex and recruitment of AXIN to the membrane,0.026548672566372,0.002935328093931,0.004310798849134,0.021870383152029,0.013654679116523,CSNK1A1/CSNK1G2/GSK3B,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-8863795,Downregulation of ERBB2 signaling,0.046511627906977,0.00274595208787,0.006131722461881,0.019198480157739,0.010347358991899,AKT1/AKT3,2,Human
Upregulated_in_murine_Dendritic_cells,R-MMU-8863795,Downregulation of ERBB2 signaling,0.05,0.00300590445518,0.006333459346013,0.023707678903318,0.014324609331665,Akt1/Akt3,2,Mouse
Upregulated_in_human_Dendritic_cells,R-HSA-1358803,Downregulation of ERBB2:ERBB3 signaling,0.046511627906977,0.00123094403939,0.001227655792601,0.00543302989066,0.002928227142486,AKT1/AKT3,2,Human
Upregulated_in_murine_Dendritic_cells,R-MMU-1358803,Downregulation of ERBB2:ERBB3 signaling,0.05,0.001288244766506,0.0011548711825,0.006528557501071,0.003944672782331,Akt1/Akt3,2,Mouse
Downregulated_in_murine_Dendritic_cells,R-MMU-2173788,Downregulation of TGF-beta receptor signaling,0.03448275862069,0.001610305958132,0.003797981779601,0.018769736041217,0.012051566897895,Tgfbr1/Tgfbr2,2,Mouse
Upregulated_in_human_Dendritic_cells,R-HSA-186763,Downstream signal transduction,0.046511627906977,0.00274595208787,0.006131722461881,0.019198480157739,0.010347358991899,SRC/PIK3CA,2,Human
Upregulated_in_human_Dendritic_cells,R-HSA-202424,Downstream TCR signaling,0.069767441860465,0.009279424296942,0.007309556892043,0.021565784872977,0.011623259559575,PRKCQ/RIPK2/PIK3CA,3,Human
Downregulated_in_human_Monocytes,R-HSA-202424,Downstream TCR signaling,0.064516129032258,0.009279424296942,0.002576630881313,0.012069513982061,0.006868942601705,PDPK1/PRKCQ/MAP3K7/PIK3CA,4,Human
Upregulated_in_human_Dendritic_cells,R-HSA-114508,Effects of PIP2 hydrolysis,0.046511627906977,0.00255657608181,0.005328441264884,0.017453791859777,0.00940702850742,PRKCD/PRKCQ,2,Human
Downregulated_in_human_Monocytes,R-HSA-114508,Effects of PIP2 hydrolysis,0.032258064516129,0.00255657608181,0.010830627375283,0.032852903038358,0.018697083047857,PRKCD/PRKCQ,2,Human
Downregulated_in_human_Dendritic_cells,R-HSA-380972,Energy dependent regulation of mTOR by LKB1-AMPK,0.026548672566372,0.00274595208787,0.003558986698855,0.019879996408755,0.012411989763151,PRKAA1/STK11/MTOR,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-3928665,EPH-ephrin mediated repulsion of cells,0.069767441860465,0.004829088154531,0.001142722401909,0.005281916879937,0.002846782124055,EPHA4/LYN/SRC,3,Human
Upregulated_in_murine_Dendritic_cells,R-MMU-3928665,EPH-ephrin mediated repulsion of cells,0.05,0.003972088030059,0.01089083836628,0.035913836041186,0.021699790729807,Epha4/Src,2,Mouse
Upregulated_in_human_Dendritic_cells,R-HSA-2682334,EPH-Ephrin signaling,0.069767441860465,0.008711296278761,0.006137975627354,0.019198480157739,0.010347358991899,EPHA4/LYN/SRC,3,Human
Downregulated_in_human_Monocytes,R-HSA-2682334,EPH-Ephrin signaling,0.048387096774194,0.008711296278761,0.016711138578015,0.044605365740306,0.025385586980024,ROCK2/PAK1/PAK2,3,Human
Upregulated_in_murine_Dendritic_cells,R-MMU-2682334,EPH-Ephrin signaling,0.075,0.007944176060118,0.003851149581199,0.016411822061416,0.009916320379119,Epha4/Kdr/Src,3,Mouse
Upregulated_in_human_Dendritic_cells,R-HSA-3928663,EPHA-mediated growth cone collapse,0.069767441860465,0.0028406400909,0.000236439523499,0.00161244002911,0.000869052950912,EPHA4/LYN/SRC,3,Human
Downregulated_in_human_Dendritic_cells,R-HSA-3928663,EPHA-mediated growth cone collapse,0.026548672566372,0.0028406400909,0.003923902048582,0.020470922951565,0.012780932193991,ROCK1/ROCK2/EPHA2,3,Human
Upregulated_in_murine_Dendritic_cells,R-MMU-3928663,EPHA-mediated growth cone collapse,0.05,0.002039720880301,0.002935845015295,0.012908397924393,0.007799488010559,Epha4/Src,2,Mouse
Upregulated_in_human_Dendritic_cells,R-HSA-3928662,EPHB-mediated forward signaling,0.046511627906977,0.003976896127261,0.012576226861192,0.033112090976302,0.017846344579839,LYN/SRC,2,Human
Downregulated_in_human_Dendritic_cells,R-HSA-3928662,EPHB-mediated forward signaling,0.026548672566372,0.003976896127261,0.010112867849735,0.039740668406209,0.024811914413698,ROCK1/ROCK2/LIMK1,3,Human
Upregulated_in_human_Monocytes,R-HSA-3928662,EPHB-mediated forward signaling,0.066666666666667,0.003976896127261,0.006259029236298,0.040091619702776,0.027600271170021,LIMK1/EPHB2,2,Human
Upregulated_in_murine_Dendritic_cells,R-MMU-3928662,EPHB-mediated forward signaling,0.05,0.00450885668277,0.013891003167635,0.044227676752124,0.026723163988553,Kdr/Src,2,Mouse
Downregulated_in_human_Monocytes,R-HSA-3928664,Ephrin signaling,0.032258064516129,0.00179907205757,0.005437739391783,0.02028009363329,0.011541707423457,PAK1/PAK2,2,Human
Upregulated_in_human_Dendritic_cells,R-HSA-198753,ERK/MAPK targets,0.069767441860465,0.00208313606666,9.17434617034656E-05,0.000720099623937,0.000388110374237,MAPK1/MAPK7/DUSP7,3,Human
Downregulated_in_human_Dendritic_cells,R-HSA-198753,ERK/MAPK targets,0.053097345132743,0.00208313606666,8.52054753746076E-08,1.62478027179855E-06,1.01442453440549E-06,RPS6KA2/RPS6KA5/VRK3/MAPK14/MAPK3/DUSP4,6,Human
Downregulated_in_human_Monocytes,R-HSA-198753,ERK/MAPK targets,0.080645161290323,0.00208313606666,1.44301754514326E-07,1.93109700894171E-06,1.09901645853016E-06,RPS6KA5/VRK3/MAPK1/MAPK14/MAPK3,5,Human
Downregulated_in_murine_Dendritic_cells,R-MMU-198753,ERK/MAPK targets,0.068965517241379,0.002039720880301,4.89230015229045E-06,0.000119810628846,7.69273369348342E-05,Rps6ka1/Mapk14/Mapk3/Dusp3,4,Mouse
Upregulated_in_human_Dendritic_cells,R-HSA-202670,ERKs are inactivated,0.069767441860465,0.00123094403939,1.74793171000975E-05,0.000169719300553,9.14732060165639E-05,MAPK1/MAPK7/DUSP7,3,Human
Downregulated_in_human_Dendritic_cells,R-HSA-202670,ERKs are inactivated,0.026548672566372,0.00123094403939,0.000315496388205,0.002565727980547,0.001601901166117,VRK3/MAPK3/DUSP4,3,Human
Downregulated_in_human_Monocytes,R-HSA-202670,ERKs are inactivated,0.048387096774194,0.00123094403939,5.28474301469574E-05,0.000453690202205,0.000258201942724,VRK3/MAPK1/MAPK3,3,Human
Downregulated_in_murine_Dendritic_cells,R-MMU-202670,ERKs are inactivated,0.03448275862069,0.001395598497048,0.00284400268164,0.015898441220318,0.010207982015206,Mapk3/Dusp3,2,Mouse
Upregulated_in_human_Dendritic_cells,R-HSA-2871809,FCERI mediated Ca+2 mobilization,0.093023255813954,0.003124704099991,8.94686436023085E-06,9.54332198424624E-05,5.14354145405984E-05,LYN/SYK/TEC/TXK,4,Human
Downregulated_in_murine_Dendritic_cells,R-MMU-2871809,FCERI mediated Ca+2 mobilization,0.03448275862069,0.002791196994096,0.01125138134224,0.04170348954026,0.026776742782448,Btk/Tec,2,Mouse
Upregulated_in_human_Dendritic_cells,R-HSA-2871796,FCERI mediated MAPK activation,0.093023255813954,0.003030016096961,7.88567100243962E-06,9.11233093615245E-05,4.91125123836152E-05,MAPK1/MAP3K1/LYN/SYK,4,Human
Downregulated_in_human_Dendritic_cells,R-HSA-2871796,FCERI mediated MAPK activation,0.035398230088496,0.003030016096961,0.000354629032282,0.002762110631721,0.001724511824887,MAPK3/MAPK9/MAP2K4/MAP2K7,4,Human
Downregulated_in_human_Monocytes,R-HSA-2871796,FCERI mediated MAPK activation,0.145161290322581,0.003030016096961,1.14220893778509E-13,2.88725037051231E-12,1.64317777014697E-12,MAPK1/MAPK3/MAPK8/MAPK9/MAP2K7/MAP3K1/PAK1/PAK2/SYK,9,Human
Downregulated_in_murine_Dendritic_cells,R-MMU-2871796,FCERI mediated MAPK activation,0.051724137931035,0.003435319377348,0.000999579437281,0.007926897397974,0.005089657844663,Mapk3/Map3k1/Pak1,3,Mouse
Downregulated_in_human_Monocytes,R-HSA-2871837,FCERI mediated NF-kB activation,0.048387096774194,0.007764416248461,0.012280830657487,0.036976892877851,0.021044107918916,PDPK1/PRKCQ/MAP3K7,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-2029481,FCGR activation,0.069767441860465,0.00113625603636,1.34839026872621E-05,0.000136812280924,7.37373882512664E-05,LYN/SRC/SYK,3,Human
Downregulated_in_human_Dendritic_cells,R-HSA-2029481,FCGR activation,0.017699115044248,0.00113625603636,0.006982973078905,0.031141807359956,0.019443252715458,FGR/HCK,2,Human
Downregulated_in_human_Monocytes,R-HSA-2029481,FCGR activation,0.048387096774194,0.00113625603636,4.08226448165435E-05,0.000371486067831,0.000211418328945,FGR/HCK/SYK,3,Human
Upregulated_in_murine_Dendritic_cells,R-MMU-2029481,FCGR activation,0.05,0.001395598497048,0.001361144809069,0.007540742242244,0.004556253150358,Hck/Src,2,Mouse
Upregulated_in_human_Dendritic_cells,R-HSA-416476,G alpha (q) signalling events,0.116279069767442,0.019884480636303,0.001543098478197,0.006419289669298,0.003459789219535,PRKCD/PRKCQ/MAPK1/MAPK7/PIK3CA,5,Human
Downregulated_in_human_Monocytes,R-HSA-416476,G alpha (q) signalling events,0.080645161290323,0.019884480636303,0.007656652146389,0.026193809974489,0.01490729266333,PRKCD/PRKCQ/MAPK1/MAPK3/PIK3CA,5,Human
Upregulated_in_human_Dendritic_cells,R-HSA-418597,G alpha (z) signalling events,0.046511627906977,0.004450336142411,0.015588551950276,0.039065286815149,0.021054924320918,PRKCD/PRKCQ,2,Human
Downregulated_in_human_Dendritic_cells,R-HSA-418597,G alpha (z) signalling events,0.026548672566372,0.004450336142411,0.013745027979616,0.046859281637632,0.02925638979184,PRKCB/PRKCE/PRKCH,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-392451,G beta:gamma signalling through PI3Kgamma,0.093023255813954,0.004545024145441,4.0699096878608E-05,0.000360230304287,0.000194152466633,AKT1/AKT3/JAK3/PIK3CA,4,Human
Downregulated_in_human_Dendritic_cells,R-HSA-392451,G beta:gamma signalling through PI3Kgamma,0.026548672566372,0.004545024145441,0.014549185655828,0.048468070287186,0.030260830026072,PDPK1/JAK1/PIK3CG,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-397795,G-protein beta:gamma signalling,0.093023255813954,0.004829088154531,5.18089521685969E-05,0.000449010918795,0.000242002342366,AKT1/AKT3/JAK3/PIK3CA,4,Human
Downregulated_in_human_Monocytes,R-HSA-1538133,G0 and Early G1,0.032258064516129,0.00255657608181,0.010830627375283,0.032852903038358,0.018697083047857,CDK1/CDK2,2,Human
